date,NR_peak_demand,WR_peak_demand,SR_peak_demand,ER_peak_demand,NER_peak_demand,Total_peak_demand,NR_peak_shortage,WR_peak_shortage,SR_peak_shortage,ER_peak_shortage,NER_peak_shortage,Total_peak_shortage
16-Aug-14,39911,34139,29139,14451,1841,119481,1505,301,580,773,315,3474
14-May-14,34698,38904,32385,15130,1762,122879,2115,646,2721,0,416,5898
18-Aug-14,42007,35134,30193,14849,1875,124058,2345,1308,1875,0,400,5928
20-Oct-14,35741,41219,29061,15728,1860,123609,2526,89,3068,480,309,6472
19-May-14,35335,37028,30683,15166,1832,120044,2082,340,1469,517,306,4714
20-Jan-15,38835,39337,32476,15714,2106,128468,2223,389,1444,150,140,4346
17-Mar-15,31015,38751,34283,16739,2088,122876,1163,236,1300,200,160,3059
12-Dec-14,39466,41949,32185,15313,2082,130995,2027,169,1349,311,144,4000
30-Sep-14,42451,43764,31442,16108,1964,135729,3733,821,4799,559,321,10233
9-May-14,30650,40744,27993,14839,1659,115885,1085,208,690,200,356,2539
24-Feb-15,36370,40184,33792,16202,463,127012,2316,310,1264,475,1737,6102
30-Oct-14,36440,39914,30248,16769,2061,125432,2140,176,2325,70,157,4868
10-Jun-14,42377,39662,30712,15183,1964,129898,2367,920,2075,200,263,5825
4-May-14,36530,40016,31884,13827,1777,124033,1500,88,2652,200,296,4736
6-Aug-14,42934,35019,32723,13501,1904,126081,2678,531,1280,580,301,5370
20-Sep-14,42811,39541,33542,16271,2029,134194,5368,780,650,100,279,7177
22-Apr-14,34506,38938,33870,15819,1901,125034,2391,376,2720,287,288,6062
2-Dec-14,36866,41140,30768,15396,2097,126267,2220,274,2351,650,93,5588
16-Nov-14,37345,41409,30621,15087,2024,126486,1610,109,2063,538,119,4439
2-Mar-15,28413,32590,31141,15133,2069,109346,407,154,1094,355,101,2111
12-Apr-14,35042,40904,33289,15861,1883,126979,2869,135,2619,0,309,5932
10-Sep-14,37628,34663,32679,16098,1934,123002,3699,1021,610,596,375,6301
26-Nov-14,38352,42494,31402,14593,2071,128912,1890,189,3885,435,121,6520
14-Feb-15,38043,38481,34737,14603,2016,127880,1721,257,1696,138,224,4036
20-Jun-14,44819,39085,31062,14975,1844,131785,1362,179,1075,519,448,3583
19-Feb-15,36583,39954,32960,15308,2122,126927,1867,325,1832,0,120,4144
22-Dec-14,37206,38310,29695,15217,2098,122526,3288,473,1291,500,136,5688
22-Mar-15,33779,39334,34327,16858,2098,126396,1578,269,1390,85,205,3527
16-Jul-14,45027,36286,31088,16722,1970,131093,6254,191,450,656,311,7862
2-Apr-14,33202,37992,34872,15585,1908,123559,1550,177,2235,200,213,4375
30-Jun-14,43016,38201,30812,13276,1878,127183,1995,131,1750,505,293,4674
12-Apr-14,35042,40904,33289,15861,1883,126979,2869,135,2619,0,309,5932
24-May-14,35959,39877,31760,16309,1799,125704,2009,857,2175,105,472,5618
9-Feb-15,35152,37360,31790,13672,2113,120087,1695,239,1152,807,106,3999
26-Aug-14,46681,38275,32010,14937,1861,133764,4318,1017,1150,750,427,7662
10-Jan-15,40774,38686,32890,15352,2104,129806,1607,312,1357,0,146,3422
4-Feb-15,37031,38035,33471,15315,2133,125985,2114,616,1363,534,164,4791
29-May-14,39415,39300,30357,13060,1680,123812,2295,964,2318,251,488,6316
10-Oct-14,40115,43210,32514,16798,2013,134650,1796,169,2255,719,287,5226
