date,NR_peak_demand,WR_peak_demand,SR_peak_demand,ER_peak_demand,NER_peak_demand,Total_peak_demand,NR_peak_shortage,WR_peak_shortage,SR_peak_shortage,ER_peak_shortage,NER_peak_shortage,Total_peak_shortage
22nd Sep 2021,57566,49160,43174,22191,2957,175048,200,0,0,180,0,380
24th Apr 2021,46028,51267,42094,22661,2768,164818,0,0,0,0,20,20
21st Jan 2022,55225,54176,41577,20912,2592,174482,747,0,0,183,0,930
2nd June 2021,45778,46158,38154,18053,2713,150856,220,0,0,0,5,225
10th Oct 2021,48925,51507,38887,22432,3146,164897,5804,877,220,1422,14,8337
11th July 2021,68018,51319,37260,23374,2969,182940,412,0,0,0,9,421
6th Sep 2021,58213,48701,34419,24250,3070,168653,640,0,0,144,0,784
16th Oct 2021,48990,47395,36562,20763,2806,156516,200,486,0,300,0,986
1st June 2021,48888,46982,37569,21302,2403,157144,720,0,0,0,6,726
17th August 2021,63520,54613,40896,22945,2982,184956,2992,0,0,0,0,2992
23rd Apr 2021,46093,52308,43359,22271,2661,166692,630,0,0,0,9,639
